,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15
2385,269950,4,2,1960,2,0,0,8,1960,0,0,1850
2386,260000,2,1,1270,1,0,0,6,1270,0,0,1270
2387,193000,3,1,1180,1,0,0,7,1180,0,0,1630
2388,340000,4,2,2230,2,0,0,8,2230,0,0,2420
2389,900000,4,3,4700,2,0,0,10,3420,1280,0,3640
2390,371000,3,2,2150,2,0,0,8,2150,0,0,2150
2391,592000,3,2,2400,2,0,0,8,2400,0,0,1370
2392,300000,3,2,1830,2,0,0,7,1830,0,0,1610
2393,449950,4,3,2800,2,0,0,8,2800,0,0,2800
2394,299500,3,2,2090,2,0,0,8,2090,0,0,2320
2395,995000,4,2,2340,1,0,0,9,2340,0,0,2340
2396,335000,4,1,1670,1,0,0,7,1100,570,0,1080
2397,280000,4,2,1990,1,0,0,8,1180,810,0,2030
2398,446000,4,2,2270,1,0,0,7,1290,980,0,1480
2399,1544500,4,2,4910,1,0,0,10,2560,2350,0,3980
2400,325000,3,1,950,1,0,0,6,950,0,0,1140
2401,450000,3,1,1610,1,0,0,7,1610,0,0,1610
2402,322500,4,2,1940,2,0,0,7,1940,0,0,1850
2403,453000,3,1,1210,1,0,0,7,1210,0,0,1700
2404,655000,4,2,2570,2,0,0,9,2570,0,0,2460
2405,603000,3,2,1700,2,0,0,7,1150,550,0,1500
2406,235000,4,1,1610,1,0,0,6,1610,0,0,1270
2407,968933,4,3,4120,2,0,0,11,3070,1050,0,2470
2408,1015000,3,3,2880,1,0,0,8,1690,1190,2013,2530
2409,435000,4,2,1990,2,0,0,8,1990,0,0,2320
2410,242000,3,2,1260,1,0,0,7,1260,0,0,1950
2411,487000,6,3,4750,2,0,0,8,4750,0,0,2230
2412,810000,4,2,3010,2,0,0,9,3010,0,0,3010
2413,625000,3,2,2410,1,0,0,8,1820,590,0,2980
2414,165000,3,1,1280,1,0,0,7,1280,0,0,1566
2415,335000,3,1,2320,1,0,0,7,1160,1160,0,1230
2416,286700,3,1,1220,1,0,0,6,1220,0,0,1100
2417,699000,2,1,1400,1,0,0,8,1400,0,0,1900
2418,280000,3,1,1590,1,0,0,7,1140,450,0,1590
2419,580000,4,2,2220,2,0,0,8,2220,0,0,2220
2420,754800,2,2,2770,2,0,0,8,2770,0,0,1870
2421,525000,4,2,2303,2,0,0,8,2303,0,0,2080
2422,562000,3,1,1600,1,0,2,8,1600,0,0,2590
2423,575000,4,1,1280,1,0,0,7,860,420,0,1490
2424,808900,5,2,2900,2,0,0,9,2900,0,0,3200
2425,992000,3,2,2950,1,0,0,10,2070,880,0,2950
2426,335000,3,2,1700,2,0,0,7,1700,0,0,2190
2427,473000,3,2,1050,1,0,0,7,1050,0,0,1860
2428,350000,4,2,2990,1,0,1,8,1880,1110,0,2790
2429,1600000,5,2,3100,2,0,0,9,3100,0,0,2180
2430,305500,3,1,1240,1,0,0,7,1240,0,0,1550
2431,306000,2,1,780,1,0,0,7,780,0,1989,2200
2432,233000,2,2,850,2,0,0,8,850,0,0,850
2433,490000,3,1,1540,1,0,0,8,1540,0,0,1710
2434,445000,4,2,2280,2,0,0,8,2280,0,0,2280
2435,355000,3,2,2550,1,0,0,7,1850,700,0,2240
2436,360000,2,2,1770,1,0,0,8,1770,0,0,2090
2437,737500,3,1,2320,2,0,0,7,2320,0,1974,1610
2438,985000,3,3,2600,2,0,0,8,2600,0,0,2430
2439,349950,2,3,1570,2,0,0,8,1310,260,0,1570
2440,520000,4,2,3060,2,0,0,8,2860,200,0,2950
2441,355950,4,2,1960,1,0,0,7,1220,740,0,1910
2442,485000,5,2,3270,2,0,0,9,3270,0,0,2980
2443,143000,3,1,1090,1,0,0,6,1090,0,0,960
2444,3278000,2,1,6840,2,1,4,11,4350,2490,0,3120
2445,355000,3,1,940,1,0,0,7,940,0,0,1060
2446,1126000,5,3,3880,2,0,3,9,2540,1340,0,3690
2447,200000,5,1,1770,1,0,0,7,1770,0,0,1370
2448,913000,4,2,3640,2,0,0,11,3640,0,0,3370
2449,1600000,3,2,3160,1,0,2,9,1820,1340,0,3390
2450,409900,2,2,1590,2,0,0,9,1590,0,0,2320
2451,265000,4,1,1290,1,0,0,6,1050,240,0,1060
2452,740000,5,3,3655,1,0,0,8,2174,1481,0,2530
2453,306000,4,2,2490,2,0,0,7,2490,0,0,2760
2454,381000,3,2,1470,2,0,0,7,1470,0,0,1960
2455,1220000,3,3,3960,2,0,3,10,2600,1360,0,2730
2456,1050000,3,3,3190,1,0,3,8,2630,560,0,2600
2457,408000,2,1,810,1,0,0,6,810,0,0,830
2458,739900,5,2,2980,2,0,0,9,2980,0,0,3150
2459,674250,4,2,2780,1,0,0,9,2780,0,0,2740
2460,438400,2,1,1340,1,0,0,7,1340,0,0,1700
2461,1700000,5,5,4930,2,0,3,11,4160,770,0,3030
2462,703000,3,2,1360,1,0,0,8,1360,0,2008,1520
2463,262000,3,1,1320,1,0,0,7,1320,0,0,1620
2464,353000,3,2,1210,1,0,0,7,1210,0,0,1570
2465,500000,4,2,1940,2,0,0,8,1940,0,0,2250
2466,1280000,4,2,3160,1,0,4,9,2020,1140,2005,2790
2467,332000,4,2,1980,2,0,0,8,1980,0,0,2590
2468,824000,4,2,2320,1,0,0,9,1620,700,0,2810
2469,290000,4,2,1660,1,0,0,7,1660,0,0,1150
2470,700000,3,2,1660,2,0,2,9,1400,260,0,1820
2471,550000,2,1,1080,1,0,0,7,780,300,0,1380
2472,549000,2,1,1510,1,0,0,7,1510,0,0,2210
2473,1865000,4,2,2950,1,0,2,9,2550,400,0,3260
2474,858000,4,2,3070,2,0,0,9,3070,0,0,3010
2475,345000,2,1,970,1,0,0,7,970,0,0,1200
2476,340000,4,1,2140,2,0,0,8,2140,0,2001,2030
2477,1215000,4,2,2570,2,0,0,9,2570,0,0,2570
2478,275000,3,2,1260,3,0,0,7,1260,0,0,1190
2479,405000,3,1,1220,1,0,0,7,1220,0,0,1420
2480,432500,3,2,1720,2,0,0,7,1720,0,0,1400
2481,236500,4,1,2140,1,0,0,6,1320,820,0,1720
2482,679000,4,1,1420,1,0,0,8,1420,0,0,1470
2483,543000,4,2,2060,2,0,0,8,2060,0,0,2060
2484,294000,3,1,1320,1,0,0,7,990,330,0,1460
2485,340500,3,1,1810,1,0,0,7,1810,0,0,1620
2486,1012000,4,2,2980,2,0,0,9,2980,0,0,2730
2487,335000,2,2,1350,1,0,0,8,1350,0,0,1790
2488,425000,3,2,1540,1,0,0,7,1540,0,0,1630
2489,353000,3,2,2510,2,0,0,8,2510,0,0,2690
2490,540000,3,2,1670,2,0,0,8,1670,0,0,1940
2491,640000,5,3,3690,2,0,0,9,2540,1150,0,2640
2492,339950,3,1,1320,1,0,0,8,1320,0,0,1900
2493,195000,3,1,1510,1,0,0,7,980,530,0,1500
2494,322000,3,1,1510,1,0,0,7,980,530,0,1500
2495,660000,4,1,1870,1,0,0,8,1620,250,0,2060
2496,280000,6,3,2400,2,0,0,7,2400,0,0,2060
2497,300000,6,3,2400,2,0,0,7,2400,0,0,2060
2498,207500,3,1,1170,1,0,0,6,1170,0,0,1200
2499,195000,3,1,1190,1,0,0,7,1190,0,0,1390
2500,700000,3,2,2080,1,0,0,7,1160,920,0,1330
2501,560000,4,1,2150,1,0,2,7,1460,690,0,1480
2502,260000,3,1,1580,1,0,0,7,1580,0,0,1580
2503,575000,3,1,1580,1,0,0,7,1580,0,0,1580
2504,475000,3,2,2370,2,0,0,8,1950,420,0,2520
2505,285000,3,1,1840,1,0,0,7,920,920,2014,1390
2506,753888,4,2,2660,2,0,2,9,2660,0,0,3620
2507,650000,3,2,2190,2,0,0,9,2190,0,0,2300
2508,620000,3,2,1660,1,0,0,7,1100,560,0,1610
2509,526000,3,1,1780,1,0,0,7,1300,480,0,2380
2510,155000,2,1,700,1,0,0,6,700,0,0,1030
2511,342000,4,2,1570,1,0,0,7,1120,450,0,1570
2512,390000,3,1,1220,1,0,0,7,1220,0,0,1540
2513,685000,3,2,3150,2,0,0,9,3000,150,0,3180
2514,608000,4,2,2690,2,0,0,7,2690,0,0,2690
2515,179900,2,1,680,1,0,0,6,680,0,0,1240
2516,1245000,6,3,3750,2,0,2,9,2750,1000,1968,2140
2517,166000,3,1,1010,1,0,0,7,1010,0,0,1370
2518,462000,3,1,1710,1,0,0,8,1410,300,0,1860
2519,545000,4,2,2090,2,0,0,8,2090,0,0,2090
2520,415000,3,1,1560,1,0,0,7,1560,0,0,1660
2521,269000,3,2,1560,2,0,0,7,1560,0,0,1560
2522,356500,4,2,2570,2,0,0,8,2570,0,0,2430
2523,225000,3,1,1010,1,0,0,6,1010,0,0,1190
2524,175000,2,1,1020,1,0,0,6,1020,0,0,1200
2525,549000,5,2,1710,2,0,0,8,1710,0,0,2270
2526,535000,3,2,2300,2,0,0,8,2300,0,0,1710
2527,627000,4,2,1990,1,0,0,8,1210,780,0,1720
2528,565000,3,2,2730,2,0,3,9,2730,0,0,2040
2529,392450,4,2,2195,1,0,0,7,1060,1135,0,1710
2530,509000,2,2,1560,1,0,0,8,1560,0,0,1870
2531,340000,3,2,1400,1,0,0,7,1200,200,0,1440
2532,537000,3,2,1400,1,0,0,7,1200,200,0,1440
2533,865000,4,3,3690,2,0,0,10,3690,0,0,3430
2534,358000,2,1,1140,1,0,0,7,1140,0,0,1030
2535,595000,4,2,1920,1,0,0,7,1300,620,0,1960
2536,661000,4,2,2496,2,0,0,9,2496,0,0,2496
2537,419950,3,2,2280,1,0,0,7,1680,600,0,1890
2538,490000,4,3,3200,2,0,0,9,3200,0,0,3200
2539,525000,2,1,880,1,0,0,7,880,0,0,1310
2540,350000,3,2,1320,3,0,0,7,1320,0,0,1380
2541,552500,3,2,2450,2,0,0,9,2450,0,0,2490
2542,210000,3,1,1040,1,0,0,6,1040,0,0,1040
2543,390000,3,2,2480,2,0,0,9,2480,0,0,2510
2544,336800,5,1,1830,1,0,0,7,1610,220,0,1790
2545,465000,3,2,1440,2,0,0,7,1440,0,0,1650
2546,299900,4,2,1580,2,0,0,7,1580,0,0,1950
2547,715000,3,3,3230,2,0,0,9,3230,0,0,2670
2548,235000,4,2,1810,1,0,0,7,1230,580,0,1810
2549,276000,3,2,2495,2,0,0,8,2495,0,0,2434
2550,265000,4,1,1740,1,0,0,7,1180,560,0,1830
2551,425000,3,1,1680,1,0,2,6,840,840,0,1540
2552,313000,4,2,2460,2,0,0,8,2460,0,0,2210
2553,715000,3,2,3050,1,0,3,8,1720,1330,0,2340
2554,265000,3,2,1630,2,0,0,7,1630,0,0,1410
2555,646000,3,2,2460,2,0,0,9,2460,0,0,2440
2556,175000,3,1,1030,1,0,0,7,1030,0,0,1220
2557,649000,3,2,3410,1,0,3,10,2450,960,0,3410
2558,785000,3,2,2310,1,0,0,7,1520,790,0,2310
2559,890000,4,2,2610,1,0,0,8,1260,1350,0,1770
2560,612000,3,3,2330,1,0,0,9,2330,0,0,2200
2561,330000,4,2,2980,2,0,0,8,2980,0,0,2610
2562,493000,3,2,1790,1,0,0,8,1790,0,0,2290
2563,1600000,4,2,2940,1,0,0,9,1470,1470,0,2230
2564,1620000,4,3,3900,1,0,4,10,2520,1380,0,3410
2565,1650000,4,3,3900,1,0,4,10,2520,1380,0,3410
2566,499000,3,2,1750,2,0,0,7,1230,520,2014,1410
2567,603500,6,2,2660,1,0,0,8,1550,1110,0,2280
2568,530000,2,1,1580,1,0,2,8,1280,300,0,1730
2569,895000,5,2,2350,1,0,0,8,1220,1130,0,2470
2570,267345,4,2,2510,1,0,0,7,1610,900,0,1940
2571,275000,3,2,1480,2,0,0,8,1480,0,0,1480
2572,439950,3,1,1720,1,0,0,7,1240,480,0,2530
2573,455000,3,2,1470,2,0,0,7,1470,0,0,1560
2574,630000,3,1,1540,1,0,0,7,1250,290,0,1760
2575,690000,3,2,2820,2,0,0,9,2820,0,0,2660
2576,212000,4,1,1250,1,0,0,7,1250,0,0,1390
2577,231500,4,2,2080,1,0,0,7,1280,800,0,1200
2578,1237500,4,3,5180,2,0,0,10,5180,0,0,4240
2579,378500,3,2,2860,2,0,0,9,2860,0,0,2370
2580,482000,4,2,2710,2,0,0,9,2710,0,0,2780
2581,695000,2,1,1140,1,0,0,7,1140,0,0,1800
2582,965000,4,2,4070,2,0,0,10,4070,0,0,3890
2583,675000,3,1,1710,1,0,0,8,1120,590,0,2920
2584,387000,3,1,1340,1,0,0,7,1340,0,0,1620
2585,347500,4,2,2290,2,0,0,8,2290,0,0,2000
2586,385000,3,2,1860,1,0,0,8,930,930,2004,1640
2587,265000,3,1,1080,1,0,0,6,1080,0,0,1100
2588,406000,3,1,960,1,0,0,7,960,0,0,1140
2589,134000,2,1,980,2,0,0,7,980,0,2003,1040
2590,415000,3,1,1500,2,0,0,7,1300,200,0,1360
2591,375000,3,1,1440,1,0,0,7,1440,0,0,1790
2592,620000,4,2,2580,2,0,0,8,2580,0,0,2350
2593,337500,5,2,2070,2,0,0,7,2070,0,0,2010
2594,565000,3,2,1880,1,0,0,7,1260,620,0,1950
2595,399500,3,1,2420,2,0,0,7,2420,0,1986,1210
2596,1065000,2,1,1890,2,0,0,8,1890,0,0,2180
2597,352500,3,2,1920,1,0,0,8,1920,0,0,2080
2598,259000,3,2,1870,1,0,0,7,1270,600,0,1870
2599,320000,2,1,900,1,0,0,7,900,0,0,1520
2600,733000,3,2,2160,2,0,0,9,2160,0,0,3060
2601,381500,2,1,900,1,0,0,7,900,0,0,1320
2602,343000,2,1,1180,1,0,0,7,940,240,0,1700
2603,205500,2,1,900,1,0,0,6,900,0,0,1320
2604,525000,3,2,1600,1,0,0,7,1600,0,0,1850
2605,300000,3,1,1500,1,0,2,6,750,750,0,1500
2606,299000,2,1,1070,1,0,0,6,1070,0,0,1970
2607,561000,4,2,2570,2,0,0,8,2570,0,0,2260
2608,450000,3,1,1210,1,0,0,7,1090,120,0,1210
2609,540000,4,2,1850,2,0,0,8,1850,0,0,1830
2610,379000,3,2,1740,2,0,0,8,1740,0,0,1740
2611,230000,3,1,1300,1,0,0,7,1300,0,0,1390
2612,399950,3,2,2000,2,0,0,8,2000,0,0,1930
2613,355000,5,2,3220,2,0,0,8,3220,0,0,2760
2614,580000,4,2,2160,1,0,0,8,2160,0,0,2820
2615,700000,3,2,2130,1,0,0,7,1680,450,0,2040
2616,279900,3,1,1580,1,0,1,7,1100,480,0,1650
2617,210000,3,1,1200,1,0,0,6,1200,0,1989,1010
2618,1165000,3,3,3790,2,0,0,10,2810,980,0,2500
2619,290300,2,1,860,1,0,0,6,860,0,0,1400
2620,1599950,5,4,5130,2,0,0,11,5130,0,0,4670
2621,490000,3,1,1600,1,0,0,7,1400,200,0,1760
2622,606000,4,2,2110,2,0,0,9,2110,0,0,2520
2623,359950,3,1,1400,1,0,0,6,950,450,0,990
2624,677100,3,2,2110,1,0,0,10,2110,0,0,3130
2625,465000,3,2,1430,1,0,0,7,1430,0,0,1570
2626,4500000,5,5,6640,2,1,4,12,6350,290,0,3030
2627,500000,3,2,3040,1,0,0,8,1520,1520,0,2230
2628,455000,2,1,980,1,0,0,7,980,0,0,1600
2629,705000,6,2,2570,1,0,0,7,1970,600,0,2030
2630,420000,3,2,2060,1,0,0,8,1460,600,0,2150
2631,169575,3,1,1300,1,0,0,7,1300,0,0,1360
2632,250000,3,1,1300,1,0,0,7,1300,0,0,1360
2633,530000,3,2,1680,1,0,0,7,1180,500,0,1910
2634,590000,5,3,4020,1,0,0,8,2170,1850,0,2650
2635,257500,3,1,1530,1,0,0,7,1070,460,0,1770
2636,415000,3,1,1170,1,0,0,8,1170,0,0,2410
2637,536000,3,1,1580,1,0,0,7,1280,300,0,1560
2638,246500,3,1,1270,1,0,0,7,1270,0,0,1380
2639,395000,3,1,1480,1,0,0,8,1480,0,0,1930
2640,739000,3,2,2220,1,0,0,8,1700,520,0,2500
2641,1272000,4,2,3200,2,0,0,11,3200,0,0,4050
2642,190000,3,1,910,1,0,0,7,910,0,0,1470
2643,305000,3,1,1480,1,0,0,7,1480,0,0,1540
2644,925000,4,4,3770,2,0,0,8,3770,0,0,2200
2645,895000,4,3,3500,2,0,0,10,2360,1140,0,3140
2646,656000,3,1,1480,1,0,0,8,1480,0,0,2120
2647,560000,4,1,1660,1,0,0,7,1260,400,0,1400
2648,610000,5,2,2520,2,0,0,9,2520,0,0,2530
2649,645000,4,2,2850,2,0,0,9,2850,0,0,2980
2650,259000,3,2,2153,2,0,0,8,2153,0,0,2434
2651,980000,4,2,3780,2,0,0,10,3780,0,0,3310
2652,872000,4,4,3770,1,0,0,9,1940,1830,0,2260
2653,1000000,6,2,3600,1,0,2,9,1940,1660,0,2990
2654,900000,3,2,2980,1,0,0,8,1590,1390,2012,1520
2655,475000,4,1,2320,1,0,0,7,1540,780,0,1670
2656,350000,5,2,2980,1,0,0,8,1730,1250,0,2900
2657,840000,4,1,2930,1,0,3,9,1670,1260,0,2530
2658,500000,4,2,2040,1,0,0,8,1420,620,0,2540
2659,202500,3,1,1510,1,0,0,7,1110,400,0,1420
2660,523000,4,2,2660,2,0,0,8,2660,0,0,2850
2661,225000,3,2,1740,2,0,0,7,1740,0,0,1300
2662,418200,3,2,2240,1,0,1,7,1190,1050,0,2080
2663,356500,4,1,1570,1,0,0,7,1170,400,0,2080
2664,670000,4,3,2500,1,0,0,7,1460,1040,0,1720
2665,456150,3,2,1750,1,0,0,7,1150,600,0,1820
2666,471000,4,2,3030,2,0,0,8,2020,1010,0,2050
2667,558000,3,2,1680,3,0,0,8,1680,0,0,1740
2668,1380000,6,4,5740,2,0,2,11,3610,2130,0,4350
2669,161500,3,1,1220,1,0,0,7,1220,0,0,1420
2670,311000,3,1,1310,1,0,0,7,1310,0,0,1310
2671,470000,6,1,2490,1,0,0,8,2490,0,0,1840
2672,569000,3,3,2220,1,0,0,8,1770,450,0,1750
2673,689000,4,2,2240,2,0,0,9,2240,0,0,2200
2674,271900,3,1,1890,1,0,0,7,1230,660,0,1580
2675,278000,4,2,1850,2,0,0,7,1850,0,0,1860
2676,820000,2,2,2210,2,0,0,8,1440,770,0,1560
2677,399500,3,1,1410,1,0,0,7,1410,0,0,1560
2678,462000,3,2,1890,2,0,0,9,1890,0,0,1800
2679,347500,3,1,1830,1,0,0,7,1550,280,0,1810
2680,562100,2,0,1440,1,0,0,7,1200,240,0,1440
2681,230000,2,1,950,1,0,0,6,950,0,0,1160
2682,687000,4,2,2370,2,0,0,8,2370,0,0,2370
2683,725786,4,2,3070,2,0,0,10,3070,0,0,3630
2684,315500,3,1,1300,1,0,0,7,1300,0,0,1480
2685,312000,4,2,1300,1,0,0,7,1300,0,2013,1560
2686,343000,3,3,1210,2,0,0,8,1000,210,0,1650
2687,385195,1,1,710,1,0,0,6,710,0,0,1440
2688,415000,4,2,2240,1,0,0,8,1730,510,0,2150
2689,461000,3,1,3600,2,0,0,6,2400,1200,0,2290
2690,369990,4,2,1960,2,0,0,7,1960,0,0,1960
2691,349950,4,2,1820,2,0,0,7,1820,0,0,1820
2692,285750,3,2,1960,1,0,0,8,1400,560,0,2060
2693,542500,4,2,1750,1,0,0,8,1320,430,0,2170
2694,830000,5,3,3700,2,0,0,9,2890,810,0,3620
2695,705000,4,2,2910,2,0,0,8,2350,560,0,2020
2696,615000,2,1,1270,1,0,0,8,1090,180,0,1640
2697,184500,2,1,720,1,0,0,6,720,0,0,1440
2698,412000,2,1,1040,1,0,0,7,1040,0,0,1250
2699,250000,3,1,2210,1,0,0,7,2210,0,0,1250
2700,580000,5,2,2060,2,0,0,7,2060,0,0,1770
2701,220000,2,1,780,1,0,0,6,780,0,0,1080
2702,675000,4,2,2240,1,0,0,8,1460,780,0,2360
2703,373500,2,1,800,1,0,0,7,800,0,0,1300
2704,662700,2,1,2440,2,0,0,7,1590,850,0,1770
2705,239950,5,1,1460,2,0,0,6,1460,0,0,1060
2706,383000,3,1,1150,1,0,0,7,1150,0,0,1410
2707,485000,3,2,2650,1,0,0,7,1470,1180,0,1950
2708,610000,4,2,2600,1,0,0,8,1580,1020,0,2300
2709,545000,6,1,1820,1,0,0,7,1130,690,0,1820
2710,780000,2,2,2560,2,0,0,8,1690,870,0,1890
2711,305000,3,2,1714,2,0,0,8,1714,0,0,1714
2712,405000,3,1,1330,1,0,0,7,900,430,0,1330
2713,1110000,5,3,7350,2,0,4,11,4750,2600,0,5380
2714,273000,3,1,2050,2,0,0,6,2050,0,0,1200
2715,326500,3,1,1810,2,0,0,7,1810,0,0,1420
2716,365000,3,1,1380,1,0,0,7,880,500,0,1400
2717,1000750,3,2,3070,2,0,0,10,2440,630,0,3490
2718,422500,2,1,800,1,0,0,7,800,0,0,1400
2719,354450,4,2,2140,2,0,0,8,2140,0,0,2130
2720,320000,3,1,1330,1,0,0,7,1330,0,0,1250
2721,223000,3,1,1030,1,0,0,7,1030,0,0,1470
2722,410000,3,2,1740,2,0,0,7,1740,0,0,1290
2723,438000,3,1,1200,1,0,0,6,1200,0,0,1390
2724,390000,3,3,1490,2,0,0,7,960,530,0,1590
2725,298500,4,2,1890,2,0,0,7,1890,0,0,2030
2726,749999,5,2,3060,2,0,0,10,3060,0,0,3430
2727,779000,6,2,3250,1,0,1,8,1800,1450,0,3490
2728,570000,3,2,2730,2,0,2,8,1530,1200,0,2810
2729,385000,3,1,810,1,0,0,6,810,0,0,1520
2730,649000,4,2,2240,1,0,0,8,1120,1120,0,1790
2731,283000,3,1,1740,1,0,0,7,1270,470,0,1070
2732,699900,4,2,2380,1,0,0,7,1540,840,0,2230
2733,278500,4,1,1540,1,0,0,7,770,770,0,1520
2734,700000,4,1,2340,1,0,0,8,1610,730,0,2470
2735,535000,4,2,2710,2,0,0,9,2710,0,0,2710
2736,234500,3,1,1310,1,0,0,7,870,440,0,1840
2737,374150,3,1,1390,1,0,0,7,1390,0,0,1240
2738,397000,4,2,2201,2,0,0,8,2201,0,0,1990
2739,613000,3,2,1960,1,0,0,8,1960,0,0,2800
2740,1150000,3,2,2850,1,0,0,8,1730,1120,0,2820
2741,595000,4,1,1880,1,0,0,7,940,940,0,1410
2742,340000,5,2,2440,2,0,0,8,2440,0,0,2300
2743,388000,4,2,2560,2,0,0,9,2560,0,0,3040
2744,404000,3,1,1410,1,0,0,7,1410,0,2014,1970
2745,810000,3,2,2870,1,0,1,8,1790,1080,0,2310
2746,405000,4,2,2620,2,0,0,9,2620,0,0,2580
2747,726000,5,3,2970,2,0,0,9,2970,0,0,2970
2748,266000,3,2,1780,1,0,0,7,1400,380,0,1520
2749,722500,5,2,3700,1,0,1,8,1850,1850,0,2340
2750,352000,4,2,1252,1,0,0,8,992,260,0,1860
2751,265000,4,1,1240,1,0,0,7,1110,130,0,1520
2752,856000,3,2,2160,2,0,0,9,2160,0,0,1500
2753,346950,3,2,2040,2,0,0,8,2040,0,0,2380
2754,866059,5,3,3130,2,0,0,9,2570,560,0,3440
2755,410000,3,2,2350,2,0,0,7,2350,0,0,2350
2756,370000,3,1,1570,2,0,0,7,1570,0,0,1600
2757,230000,3,1,1530,1,0,0,7,1530,0,0,1768
2758,400000,2,2,1520,1,0,0,7,1520,0,0,1110
2759,172000,3,1,1350,1,0,0,7,820,530,0,1320
2760,615000,3,1,1950,1,0,0,8,1250,700,0,1740
2761,860000,4,3,3950,2,0,0,10,3950,0,0,3110
2762,555000,3,1,2040,1,0,0,7,1120,920,0,1530
2763,579000,3,2,1990,1,0,0,8,1390,600,0,1180
2764,385000,3,1,1300,1,0,0,7,1300,0,0,1450
2765,420000,4,2,2030,2,0,0,7,2030,0,0,2190
2766,645000,3,1,2340,1,0,0,7,1620,720,0,1410
2767,549950,3,2,2160,2,0,0,8,2160,0,0,1830
2768,678000,3,2,2770,1,0,1,8,1640,1130,0,2450
2769,199000,4,2,2030,2,0,0,7,2030,0,0,1520
2770,604000,3,1,1440,1,0,0,7,1440,0,0,2540
2771,268000,5,1,1730,1,0,0,7,1010,720,0,1730
2772,960000,5,3,4510,2,0,0,10,2820,1690,0,4330
2773,509250,3,2,2100,1,0,0,7,1450,650,0,2010
2774,416000,3,2,1800,2,0,0,8,1800,0,0,1650
2775,190000,3,1,1090,1,0,0,7,1090,0,0,1190
2776,212000,3,1,1010,1,0,0,7,1010,0,0,2420
2777,325900,3,2,2040,2,0,0,8,2040,0,0,2350
2778,560000,3,3,2270,2,0,0,8,1880,390,0,1760
2779,275000,3,2,1730,2,0,0,7,1730,0,0,1710
2780,665000,4,2,2480,2,0,2,8,2480,0,0,2940
2781,1505000,4,3,3480,2,0,0,9,2580,900,2010,2380
2782,375000,4,2,1720,1,0,0,7,970,750,2006,1160
2783,359950,3,1,1570,1,0,0,7,1040,530,0,1280
2784,340000,4,2,3527,2,0,0,7,3527,0,0,2490
2785,401000,2,1,840,1,0,0,7,840,0,0,1100
2786,669000,2,1,1950,1,0,3,6,1160,790,0,1780
2787,638500,4,2,1980,2,0,0,8,1980,0,0,2310
2788,545000,2,1,1620,2,0,0,7,1170,450,0,2130
2789,524000,4,1,1980,1,0,0,7,1260,720,0,1570
2790,1610000,5,3,3530,2,0,0,10,3530,0,0,3340
2791,280000,2,1,1260,1,0,0,6,1100,160,0,1260
2792,828000,4,2,2120,1,0,0,8,1500,620,0,3130
2793,223000,3,1,1360,1,0,0,7,1360,0,0,1580
2794,1289000,4,3,3100,2,0,2,9,2250,850,0,2660
2795,750000,2,2,2370,1,0,0,7,2370,0,0,1860
2796,430000,2,1,1460,1,0,0,7,1210,250,0,1500
2797,711000,4,1,1980,1,0,0,6,990,990,0,2180
2798,310000,4,2,1930,2,0,0,8,1930,0,0,1990
2799,415000,5,1,3700,1,0,0,8,1850,1850,0,2190
2800,274900,4,2,1970,2,0,0,7,1970,0,0,1970
2801,525000,3,3,2470,2,0,0,8,2470,0,0,2310
2802,179500,3,1,1180,1,0,0,7,1180,0,0,2300
2803,478000,3,1,1280,1,0,0,8,1280,0,2014,1410
2804,195000,3,1,1380,1,0,0,7,990,390,0,1660
2805,385000,4,3,2740,1,0,0,8,1670,1070,0,2330
2806,401000,3,2,2020,1,0,0,7,1260,760,0,2080
2807,522000,4,2,2835,2,0,0,8,2835,0,0,2770
2808,330000,4,1,1520,1,0,0,7,1520,0,0,1600
2809,503000,3,2,2190,2,0,0,9,2190,0,0,2190
2810,175000,5,1,1680,1,0,0,7,1680,0,0,1800
2811,963990,4,3,3915,2,0,0,9,3915,0,0,3830
2812,845000,5,2,1720,1,0,0,8,1720,0,0,2700
2813,157500,2,1,670,1,0,0,5,670,0,0,1210
2814,450000,2,3,1790,2,0,0,7,1400,390,0,1460
2815,925000,4,1,2440,1,0,4,8,1420,1020,0,2500
2816,600000,2,1,920,1,0,0,7,920,0,0,1230
2817,709000,4,1,1680,1,0,0,7,1680,0,0,1740
2818,1385000,5,3,3290,2,0,0,10,2190,1100,0,2010
2819,248000,3,2,2120,1,0,0,7,1220,900,0,1820
2820,245000,3,1,910,1,0,0,6,910,0,0,950
2821,332000,2,1,1000,1,0,0,6,1000,0,0,1500
2822,459950,3,2,2340,2,0,0,7,2340,0,0,2400
2823,425000,3,2,1180,2,0,2,8,1180,0,0,1500
2824,460000,3,2,2080,1,0,0,8,1590,490,0,2270
2825,838300,6,2,3760,1,0,0,9,2360,1400,0,2300
2826,256000,3,2,1480,2,0,0,7,1480,0,0,1350
2827,864000,3,2,3060,2,0,0,10,3060,0,0,3060
2828,900000,4,3,3070,2,0,0,9,2030,1040,2007,1780
2829,145600,3,1,1170,1,0,0,6,1170,0,0,1170
2830,865000,5,3,2900,1,0,0,8,1830,1070,0,2370
2831,250250,3,2,2210,2,0,0,8,2210,0,0,1990
2832,162000,4,2,1440,1,0,0,5,1440,0,0,1440
